de: Fischer hat nicht nur Marx und Mao Tse-Tung studiert, sondern auch Brehms Tierleben, weil in Brehms Tierleben ist nachzulesen, dass große und kleine Tiere gemeinsam atmen, leben und sich bewegen müssen. Zum Beispiel weiß jeder, auch der in Brehms Tierleben weniger Kundige, dass ein Floh einen Löwen zum Wahnsinn treiben kann, ein Löwe einen Floh aber nie zum Wahnsinn treiben wird.		
de: Und deshalb wiederhole ich hier den Satz, den ich an dem Tag den Menschen auf dem Soldatenfriedhof in Luxemburg zurief:»Wer an Europa zweifelt, wer an Europa verzweifelt, der sollte Soldatenfriedhöfe besuchen!« Nirgendwo besser, nirgendwo eindringlicher, nirgendwo bewegender ist zu spüren, was das europäische Gegeneinander an Schlimmstem bewirken kann. Das Nicht-Zusammenleben-Wollen und das Nicht-Zusammenleben-Können haben im 20. Jahrhundert 80 Millionen Menschen das Leben gekostet. Jede Stunde des Zweiten Weltkrieges hat 1045 Tote gebracht.		
de: Wir beschließen etwas, stellen das dann in den Raum und warten einige Zeit ab, was passiert. Wenn es dann kein großes Geschrei gibt und keine Aufstände, weil die meisten gar nicht begreifen, was da beschlossen wurde, dann machen wir weiter - Schritt für Schritt, bis es kein Zurück mehr gibt.	en: We decide on something, leave it lying around and wait and see what happens. If no one kicks up a fuss, because most people don't understand what has been decided, we continue step by step until there is no turning back.	it: Noi prendiamo una decisione in una stanza, poi la mettiamo sul tavolo e aspettiamo di vedere cosa succede. Se non provoca proteste o rivolte, è perché la maggior parte delle persone non ha idea di ciò che è stato deciso; allora noi andiamo avanti passo dopo passo fino al punto di non ritorno.
en: Borders are the worst invention ever made by politicians.		
en: Every fourth euro spent within the EU budget will go towards action to mitigate climate change... I am glad to see that young people are taking to the streets in Europe to raise visibility of the issue of climate change.		
en: I am astonished at those who are afraid of the people: one can always explain that what is in the interest of Europe is in the interests of our countries." "Britain is different. Of course there will be transfers of sovereignty. But would I be intelligent to draw the attention of public opinion to this fact?" "There is a single legal personality for the EU, the primacy of European law, a new architecture for foreign and security policy, there is an enormous extension in the fields of the EU's powers, there is Charter of Fundamental Rights.		
en: I am determined, as is the Government, to do everything to preserve everything that we have worked for and that we believe in … by using all necessary means to fend off the hostile .		
en: I don't think Spain will need any kind of external support.		
en: I have a lot of understanding for people skeptical about the EU. Because there are legitimate questions to the address about the European Union, including the Commission. You have to answer that. You have to talk to the Eurosceptic people. By the way, sometimes I am myself, I am not free from Euroscepticism sometimes. But I am not on the way to fundamental opposition.		
en: I was going to say he's a piece of work, but that might not translate too well. Is that all right, if I call you a 'piece of work'?		
en: If it's a Yes, we will say 'on we go', and if it's a No we will say 'we continue'.		
en: Monetary policy is a serious issue. We should discuss this in secret, in the Eurogroup I'm ready to be insulted as being insufficiently democratic, but I want to be serious I am for secret, dark debates.		
